chemical_formula,Tc,composition,elements,stoichiometry,Category,num_elements
Ca0.85Eu0.15Fe1As2,12.2,Ca0.85 Eu0.15 Fe1 As2,"[Element Ca, Element Eu, Element Fe, Element As]","{'Ca': 0.85, 'Eu': 0.15, 'Fe': 1.0, 'As': 2.0}",Fe-based,4
C0.681Mo1,12.0,C0.681 Mo1,"[Element C, Element Mo]","{'C': 0.681, 'Mo': 1.0}",Other,2
Sr1Au1Si3,1.65,Sr1 Au1 Si3,"[Element Sr, Element Au, Element Si]","{'Sr': 1.0, 'Au': 1.0, 'Si': 3.0}",Other,3
Nb1Si1As1,8.2,Nb1 Si1 As1,"[Element Nb, Element Si, Element As]","{'Nb': 1.0, 'Si': 1.0, 'As': 1.0}",Other,3
La3Ru8B6,3.15,La3 Ru8 B6,"[Element La, Element Ru, Element B]","{'La': 3.0, 'Ru': 8.0, 'B': 6.0}",Other,3
Mg4Al1Si3,5.2,Mg4 Al1 Si3,"[Element Mg, Element Al, Element Si]","{'Mg': 4.0, 'Al': 1.0, 'Si': 3.0}",Other,3
Mg1.4Al0.6Si1,6.0,Mg1.4 Al0.6 Si1,"[Element Mg, Element Al, Element Si]","{'Mg': 1.4, 'Al': 0.6, 'Si': 1.0}",Other,3
Ca1Al0.74Si1.26,2.46,Ca1 Al0.74 Si1.26,"[Element Ca, Element Al, Element Si]","{'Ca': 1.0, 'Al': 0.74, 'Si': 1.26}",Other,3
La1Ni1Sb2,1.0,La1 Ni1 Sb2,"[Element La, Element Ni, Element Sb]","{'La': 1.0, 'Ni': 1.0, 'Sb': 2.0}",Other,3
La1Cu1Sb2,0.9,La1 Cu1 Sb2,"[Element La, Element Cu, Element Sb]","{'La': 1.0, 'Cu': 1.0, 'Sb': 2.0}",Other,3
Eu1Fe1.6As2P0.4,23.5,Eu1 Fe1.6 As2 P0.4,"[Element Eu, Element Fe, Element As, Element P]","{'Eu': 1.0, 'Fe': 1.6, 'As': 2.0, 'P': 0.4}",Fe-based,4
Eu1Fe1.4As2P0.6,28.7,Eu1 Fe1.4 As2 P0.6,"[Element Eu, Element Fe, Element As, Element P]","{'Eu': 1.0, 'Fe': 1.4, 'As': 2.0, 'P': 0.6}",Fe-based,4
Eu1Fe1.2As2P0.8,21.5,Eu1 Fe1.2 As2 P0.8,"[Element Eu, Element Fe, Element As, Element P]","{'Eu': 1.0, 'Fe': 1.2, 'As': 2.0, 'P': 0.8}",Fe-based,4
Eu1Fe1.78Ir0.22As2,21.0,Eu1 Fe1.78 Ir0.22 As2,"[Element Eu, Element Fe, Element Ir, Element As]","{'Eu': 1.0, 'Fe': 1.78, 'Ir': 0.22, 'As': 2.0}",Fe-based,4
La1Fe1As1F0.08O0.9,25.9,La1 Fe1 As1 F0.08 O0.9,"[Element La, Element Fe, Element As, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 1.0, 'F': 0.08, 'O': 0.9}",Fe-based,5
La1Fe1As1F0.28O0.68,33.5,La1 Fe1 As1 F0.28 O0.68,"[Element La, Element Fe, Element As, Element F, Element O]","{'La': 1.0, 'Fe': 1.0, 'As': 1.0, 'F': 0.28, 'O': 0.68}",Fe-based,5
Ir0.9Rh0.1Te2,2.61,Ir0.9 Rh0.1 Te2,"[Element Ir, Element Rh, Element Te]","{'Ir': 0.9, 'Rh': 0.1, 'Te': 2.0}",Other,3
Ir0.85Rh0.15Te2,2.39,Ir0.85 Rh0.15 Te2,"[Element Ir, Element Rh, Element Te]","{'Ir': 0.85, 'Rh': 0.15, 'Te': 2.0}",Other,3
Ir0.7Rh0.3Te2,2.09,Ir0.7 Rh0.3 Te2,"[Element Ir, Element Rh, Element Te]","{'Ir': 0.7, 'Rh': 0.3, 'Te': 2.0}",Other,3
Ca0.84La0.16Fe1As1.99P0.01,41.0,Ca0.84 La0.16 Fe1 As1.99 P0.01,"[Element Ca, Element La, Element Fe, Element As, Element P]","{'Ca': 0.84, 'La': 0.16, 'Fe': 1.0, 'As': 1.99, 'P': 0.01}",Fe-based,5
Ca0.82La0.18Fe1As1.99P0.01,39.0,Ca0.82 La0.18 Fe1 As1.99 P0.01,"[Element Ca, Element La, Element Fe, Element As, Element P]","{'Ca': 0.82, 'La': 0.18, 'Fe': 1.0, 'As': 1.99, 'P': 0.01}",Fe-based,5
Ca0.77La0.23Fe1As1.99P0.01,28.0,Ca0.77 La0.23 Fe1 As1.99 P0.01,"[Element Ca, Element La, Element Fe, Element As, Element P]","{'Ca': 0.77, 'La': 0.23, 'Fe': 1.0, 'As': 1.99, 'P': 0.01}",Fe-based,5
La0.1Sm0.9Bi1S2F0.5O0.5,5.2,La0.1 Sm0.9 Bi1 S2 F0.5 O0.5,"[Element La, Element Sm, Element Bi, Element S, Element F, Element O]","{'La': 0.1, 'Sm': 0.9, 'Bi': 1.0, 'S': 2.0, 'F': 0.5, 'O': 0.5}",Other,6
Na0.65Fe1.93Se2,37.5,Na0.65 Fe1.93 Se2,"[Element Na, Element Fe, Element Se]","{'Na': 0.65, 'Fe': 1.93, 'Se': 2.0}",Fe-based,3
Na0.65Fe1.93Se1.8S0.2,36.0,Na0.65 Fe1.93 Se1.8 S0.2,"[Element Na, Element Fe, Element Se, Element S]","{'Na': 0.65, 'Fe': 1.93, 'Se': 1.8, 'S': 0.2}",Fe-based,4
Na0.65Fe1.93Se1.6S0.4,32.0,Na0.65 Fe1.93 Se1.6 S0.4,"[Element Na, Element Fe, Element Se, Element S]","{'Na': 0.65, 'Fe': 1.93, 'Se': 1.6, 'S': 0.4}",Fe-based,4
Na0.65Fe1.93Se1.4S0.6,25.1,Na0.65 Fe1.93 Se1.4 S0.6,"[Element Na, Element Fe, Element Se, Element S]","{'Na': 0.65, 'Fe': 1.93, 'Se': 1.4, 'S': 0.6}",Fe-based,4
Ba0.91Ce0.09Fe2As2,4.12,Ba0.91 Ce0.09 Fe2 As2,"[Element Ba, Element Ce, Element Fe, Element As]","{'Ba': 0.91, 'Ce': 0.09, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.85Ce0.15Fe2As2,13.4,Ba0.85 Ce0.15 Fe2 As2,"[Element Ba, Element Ce, Element Fe, Element As]","{'Ba': 0.85, 'Ce': 0.15, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.88La0.12Fe2As2,22.4,Ba0.88 La0.12 Fe2 As2,"[Element Ba, Element La, Element Fe, Element As]","{'Ba': 0.88, 'La': 0.12, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.82Pr0.18Fe2As2,6.2,Ba0.82 Pr0.18 Fe2 As2,"[Element Ba, Element Pr, Element Fe, Element As]","{'Ba': 0.82, 'Pr': 0.18, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
La1Ni1Bi1O1,5.5,La1 Ni1 Bi1 O1,"[Element La, Element Ni, Element Bi, Element O]","{'La': 1.0, 'Ni': 1.0, 'Bi': 1.0, 'O': 1.0}",Other,4
K0.05Mo1O1.63,7.25,K0.05 Mo1 O1.63,"[Element K, Element Mo, Element O]","{'K': 0.05, 'Mo': 1.0, 'O': 1.63}",Other,3
Ce1Fe1As0.55P0.45F0.05O0.95,15.0,Ce1 Fe1 As0.55 P0.45 F0.05 O0.95,"[Element Ce, Element Fe, Element As, Element P, Element F, Element O]","{'Ce': 1.0, 'Fe': 1.0, 'As': 0.55, 'P': 0.45, 'F': 0.05, 'O': 0.95}",Fe-based,6
Ce1Fe1As0.47P0.53F0.05O0.95,5.84,Ce1 Fe1 As0.47 P0.53 F0.05 O0.95,"[Element Ce, Element Fe, Element As, Element P, Element F, Element O]","{'Ce': 1.0, 'Fe': 1.0, 'As': 0.47, 'P': 0.53, 'F': 0.05, 'O': 0.95}",Fe-based,6
Sm1Fe1As1H0.03O0.97,0.2,Sm1 Fe1 As1 H0.03 O0.97,"[Element Sm, Element Fe, Element As, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.03, 'O': 0.97}",Fe-based,5
Sm1Fe1As1H0.19O0.81,55.3,Sm1 Fe1 As1 H0.19 O0.81,"[Element Sm, Element Fe, Element As, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.19, 'O': 0.81}",Fe-based,5
Sm1Fe1As1H0.34O0.64,51.8,Sm1 Fe1 As1 H0.34 O0.64,"[Element Sm, Element Fe, Element As, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.34, 'O': 0.64}",Fe-based,5
Sm1Fe1As1H0.43O0.57,45.0,Sm1 Fe1 As1 H0.43 O0.57,"[Element Sm, Element Fe, Element As, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.43, 'O': 0.57}",Fe-based,5
Sm1Fe1As1F0.06O0.94,36.4,Sm1 Fe1 As1 F0.06 O0.94,"[Element Sm, Element Fe, Element As, Element F, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 1.0, 'F': 0.06, 'O': 0.94}",Fe-based,5
Ba0.91La0.09Fe2As2,7.76,Ba0.91 La0.09 Fe2 As2,"[Element Ba, Element La, Element Fe, Element As]","{'Ba': 0.91, 'La': 0.09, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.86La0.14Fe2As2,22.7,Ba0.86 La0.14 Fe2 As2,"[Element Ba, Element La, Element Fe, Element As]","{'Ba': 0.86, 'La': 0.14, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.82La0.18Fe2As2,14.8,Ba0.82 La0.18 Fe2 As2,"[Element Ba, Element La, Element Fe, Element As]","{'Ba': 0.82, 'La': 0.18, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ba0.76La0.24Fe2As2,5.02,Ba0.76 La0.24 Fe2 As2,"[Element Ba, Element La, Element Fe, Element As]","{'Ba': 0.76, 'La': 0.24, 'Fe': 2.0, 'As': 2.0}",Fe-based,4
Ce1Fe0.98Co0.02As1H1,2.0,Ce1 Fe0.98 Co0.02 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.98, 'Co': 0.02, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.96Co0.04As1H1,2.0,Ce1 Fe0.96 Co0.04 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.96, 'Co': 0.04, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.93Co0.07As1H1,23.0,Ce1 Fe0.93 Co0.07 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.93, 'Co': 0.07, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.91Co0.09As1H1,23.0,Ce1 Fe0.91 Co0.09 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.91, 'Co': 0.09, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.88Co0.12As1H1,23.0,Ce1 Fe0.88 Co0.12 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.88, 'Co': 0.12, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.83Co0.17As1H1,19.5,Ce1 Fe0.83 Co0.17 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.83, 'Co': 0.17, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.78Co0.22As1H1,13.5,Ce1 Fe0.78 Co0.22 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.78, 'Co': 0.22, 'As': 1.0, 'H': 1.0}",Fe-based,5
Ce1Fe0.74Co0.26As1H1,10.0,Ce1 Fe0.74 Co0.26 As1 H1,"[Element Ce, Element Fe, Element Co, Element As, Element H]","{'Ce': 1.0, 'Fe': 0.74, 'Co': 0.26, 'As': 1.0, 'H': 1.0}",Fe-based,5
Sm1Fe1As1H0.22O0.78,50.0,Sm1 Fe1 As1 H0.22 O0.78,"[Element Sm, Element Fe, Element As, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 1.0, 'H': 0.22, 'O': 0.78}",Fe-based,5
Sm1Fe1As0.77P0.23H0.11O0.89,28.0,Sm1 Fe1 As0.77 P0.23 H0.11 O0.89,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.77, 'P': 0.23, 'H': 0.11, 'O': 0.89}",Fe-based,6
Sm1Fe1As0.77P0.23H0.2O0.8,36.0,Sm1 Fe1 As0.77 P0.23 H0.2 O0.8,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.77, 'P': 0.23, 'H': 0.2, 'O': 0.8}",Fe-based,6
Sm1Fe1As0.55P0.45H0.08O0.92,19.0,Sm1 Fe1 As0.55 P0.45 H0.08 O0.92,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.55, 'P': 0.45, 'H': 0.08, 'O': 0.92}",Fe-based,6
Sm1Fe1As0.55P0.45H0.16O0.84,11.0,Sm1 Fe1 As0.55 P0.45 H0.16 O0.84,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.55, 'P': 0.45, 'H': 0.16, 'O': 0.84}",Fe-based,6
Sm1Fe1As0.55P0.45H0.26O0.74,17.0,Sm1 Fe1 As0.55 P0.45 H0.26 O0.74,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.55, 'P': 0.45, 'H': 0.26, 'O': 0.74}",Fe-based,6
Sm1Fe1As0.47P0.53H0.09O0.91,10.5,Sm1 Fe1 As0.47 P0.53 H0.09 O0.91,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.47, 'P': 0.53, 'H': 0.09, 'O': 0.91}",Fe-based,6
Sm1Fe1As0.47P0.53H0.24O0.76,5.5,Sm1 Fe1 As0.47 P0.53 H0.24 O0.76,"[Element Sm, Element Fe, Element As, Element P, Element H, Element O]","{'Sm': 1.0, 'Fe': 1.0, 'As': 0.47, 'P': 0.53, 'H': 0.24, 'O': 0.76}",Fe-based,6
La1Ni0.65Bi2,4.0,La1 Ni0.65 Bi2,"[Element La, Element Ni, Element Bi]","{'La': 1.0, 'Ni': 0.65, 'Bi': 2.0}",Other,3
Ba1Ni2As1.972P0.028,0.634,Ba1 Ni2 As1.972 P0.028,"[Element Ba, Element Ni, Element As, Element P]","{'Ba': 1.0, 'Ni': 2.0, 'As': 1.972, 'P': 0.028}",Other,4
Ba1Ni2As1.902P0.098,0.763,Ba1 Ni2 As1.902 P0.098,"[Element Ba, Element Ni, Element As, Element P]","{'Ba': 1.0, 'Ni': 2.0, 'As': 1.902, 'P': 0.098}",Other,4
Ba1Ni2As1.846P0.154,3.28,Ba1 Ni2 As1.846 P0.154,"[Element Ba, Element Ni, Element As, Element P]","{'Ba': 1.0, 'Ni': 2.0, 'As': 1.846, 'P': 0.154}",Other,4
Ba1Ni2As1.816P0.184,3.27,Ba1 Ni2 As1.816 P0.184,"[Element Ba, Element Ni, Element As, Element P]","{'Ba': 1.0, 'Ni': 2.0, 'As': 1.816, 'P': 0.184}",Other,4
Ba1Ni2As1.792P0.208,3.24,Ba1 Ni2 As1.792 P0.208,"[Element Ba, Element Ni, Element As, Element P]","{'Ba': 1.0, 'Ni': 2.0, 'As': 1.792, 'P': 0.208}",Other,4
Bi3S3O3,5.1,Bi3 S3 O3,"[Element Bi, Element S, Element O]","{'Bi': 3.0, 'S': 3.0, 'O': 3.0}",Other,3
Ca10Ir4Fe10As18,16.0,Ca10 Ir4 Fe10 As18,"[Element Ca, Element Ir, Element Fe, Element As]","{'Ca': 10.0, 'Ir': 4.0, 'Fe': 10.0, 'As': 18.0}",Fe-based,4
La1Ni1As1H0.08O0.92,3.76,La1 Ni1 As1 H0.08 O0.92,"[Element La, Element Ni, Element As, Element H, Element O]","{'La': 1.0, 'Ni': 1.0, 'As': 1.0, 'H': 0.08, 'O': 0.92}",Hydrides,5
La1Ni1As1H0.17O0.83,3.68,La1 Ni1 As1 H0.17 O0.83,"[Element La, Element Ni, Element As, Element H, Element O]","{'La': 1.0, 'Ni': 1.0, 'As': 1.0, 'H': 0.17, 'O': 0.83}",Hydrides,5
Pr1Ni1As1H0.06O0.94,1.6,Pr1 Ni1 As1 H0.06 O0.94,"[Element Pr, Element Ni, Element As, Element H, Element O]","{'Pr': 1.0, 'Ni': 1.0, 'As': 1.0, 'H': 0.06, 'O': 0.94}",Hydrides,5
Ba0.33Hf1N1Cl1,20.2,Ba0.33 Hf1 N1 Cl1,"[Element Ba, Element Hf, Element N, Element Cl]","{'Ba': 0.33, 'Hf': 1.0, 'N': 1.0, 'Cl': 1.0}",Other,4
Sr0.33Hf1N1Cl1,20.3,Sr0.33 Hf1 N1 Cl1,"[Element Sr, Element Hf, Element N, Element Cl]","{'Sr': 0.33, 'Hf': 1.0, 'N': 1.0, 'Cl': 1.0}",Other,4
K0.21Ti1N1Br1,17.2,K0.21 Ti1 N1 Br1,"[Element K, Element Ti, Element N, Element Br]","{'K': 0.21, 'Ti': 1.0, 'N': 1.0, 'Br': 1.0}",Other,4
Na0.23Ti1N1Br1,15.2,Na0.23 Ti1 N1 Br1,"[Element Na, Element Ti, Element N, Element Br]","{'Na': 0.23, 'Ti': 1.0, 'N': 1.0, 'Br': 1.0}",Other,4
Rb0.22Ti1N1Br1,16.3,Rb0.22 Ti1 N1 Br1,"[Element Rb, Element Ti, Element N, Element Br]","{'Rb': 0.22, 'Ti': 1.0, 'N': 1.0, 'Br': 1.0}",Other,4
K0.46Ti1N1Br1,16.3,K0.46 Ti1 N1 Br1,"[Element K, Element Ti, Element N, Element Br]","{'K': 0.46, 'Ti': 1.0, 'N': 1.0, 'Br': 1.0}",Other,4
Ca2In1N1,0.6,Ca2 In1 N1,"[Element Ca, Element In, Element N]","{'Ca': 2.0, 'In': 1.0, 'N': 1.0}",Other,3
Ca1Si3,4.25,Ca1 Si3,"[Element Ca, Element Si]","{'Ca': 1.0, 'Si': 3.0}",Other,2
Lu1Si3,6.78,Lu1 Si3,"[Element Lu, Element Si]","{'Lu': 1.0, 'Si': 3.0}",Other,2
Mg4Ni6B2,4.0,Mg4 Ni6 B2,"[Element Mg, Element Ni, Element B]","{'Mg': 4.0, 'Ni': 6.0, 'B': 2.0}",Other,3
Mg1Al1Si1,6.0,Mg1 Al1 Si1,"[Element Mg, Element Al, Element Si]","{'Mg': 1.0, 'Al': 1.0, 'Si': 1.0}",Other,3
Ba0.82K0.18Bi0.53Pb0.47,22.8,Ba0.82 K0.18 Bi0.53 Pb0.47,"[Element Ba, Element K, Element Bi, Element Pb]","{'Ba': 0.82, 'K': 0.18, 'Bi': 0.53, 'Pb': 0.47}",Other,4
Ce1F0.7Bi1S2O0.7,2.68,Ce1 F0.7 Bi1 S2 O0.7,"[Element Ce, Element F, Element Bi, Element S, Element O]","{'Ce': 1.0, 'F': 0.7, 'Bi': 1.0, 'S': 2.0, 'O': 0.7}",Other,5
K1Fe1.932Co0.068As2,1.845,K1 Fe1.932 Co0.068 As2,"[Element K, Element Fe, Element Co, Element As]","{'K': 1.0, 'Fe': 1.932, 'Co': 0.068, 'As': 2.0}",Fe-based,4
Li0.8Fe1.2H1Se1,34.0,Li0.8 Fe1.2 H1 Se1,"[Element Li, Element Fe, Element H, Element Se]","{'Li': 0.8, 'Fe': 1.2, 'H': 1.0, 'Se': 1.0}",Fe-based,4
Mg1Pt1Si1,2.5,Mg1 Pt1 Si1,"[Element Mg, Element Pt, Element Si]","{'Mg': 1.0, 'Pt': 1.0, 'Si': 1.0}",Other,3
Mg1Pt0.5Au0.5Si1,2.9,Mg1 Pt0.5 Au0.5 Si1,"[Element Mg, Element Pt, Element Au, Element Si]","{'Mg': 1.0, 'Pt': 0.5, 'Au': 0.5, 'Si': 1.0}",Other,4
Li1Fe2Se2,44.0,Li1 Fe2 Se2,"[Element Li, Element Fe, Element Se]","{'Li': 1.0, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
Na1Fe2Se2,46.0,Na1 Fe2 Se2,"[Element Na, Element Fe, Element Se]","{'Na': 1.0, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
K1Fe2Se2,40.0,K1 Fe2 Se2,"[Element K, Element Fe, Element Se]","{'K': 1.0, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
Ca0.5Fe2Se2,40.0,Ca0.5 Fe2 Se2,"[Element Ca, Element Fe, Element Se]","{'Ca': 0.5, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
Sr0.8Fe2Se2,38.0,Sr0.8 Fe2 Se2,"[Element Sr, Element Fe, Element Se]","{'Sr': 0.8, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
Ba0.8Fe2Se2,39.0,Ba0.8 Fe2 Se2,"[Element Ba, Element Fe, Element Se]","{'Ba': 0.8, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
Eu1Fe2Se2,40.0,Eu1 Fe2 Se2,"[Element Eu, Element Fe, Element Se]","{'Eu': 1.0, 'Fe': 2.0, 'Se': 2.0}",Fe-based,3
La1Si5,11.4,La1 Si5,"[Element La, Element Si]","{'La': 1.0, 'Si': 5.0}",Other,2
La1Si10,6.7,La1 Si10,"[Element La, Element Si]","{'La': 1.0, 'Si': 10.0}",Other,2
Sn0.8In0.2Te1,3.1,Sn0.8 In0.2 Te1,"[Element Sn, Element In, Element Te]","{'Sn': 0.8, 'In': 0.2, 'Te': 1.0}",Other,3
Sn0.8In0.2Te0.95Se0.05,3.3,Sn0.8 In0.2 Te0.95 Se0.05,"[Element Sn, Element In, Element Te, Element Se]","{'Sn': 0.8, 'In': 0.2, 'Te': 0.95, 'Se': 0.05}",Other,4
Sn0.8In0.2Te0.9Se0.1,3.7,Sn0.8 In0.2 Te0.9 Se0.1,"[Element Sn, Element In, Element Te, Element Se]","{'Sn': 0.8, 'In': 0.2, 'Te': 0.9, 'Se': 0.1}",Other,4
Sn0.8In0.2Te0.85Se0.15,3.9,Sn0.8 In0.2 Te0.85 Se0.15,"[Element Sn, Element In, Element Te, Element Se]","{'Sn': 0.8, 'In': 0.2, 'Te': 0.85, 'Se': 0.15}",Other,4
Sn0.8In0.2Te0.8Se0.2,3.8,Sn0.8 In0.2 Te0.8 Se0.2,"[Element Sn, Element In, Element Te, Element Se]","{'Sn': 0.8, 'In': 0.2, 'Te': 0.8, 'Se': 0.2}",Other,4
Sn0.8In0.2Te0.75Se0.25,3.7,Sn0.8 In0.2 Te0.75 Se0.25,"[Element Sn, Element In, Element Te, Element Se]","{'Sn': 0.8, 'In': 0.2, 'Te': 0.75, 'Se': 0.25}",Other,4
Sn0.8In0.2Te0.7Se0.3,3.5,Sn0.8 In0.2 Te0.7 Se0.3,"[Element Sn, Element In, Element Te, Element Se]","{'Sn': 0.8, 'In': 0.2, 'Te': 0.7, 'Se': 0.3}",Other,4
Cs1Pb0.3Bi3.7Te6,2.9,Cs1 Pb0.3 Bi3.7 Te6,"[Element Cs, Element Pb, Element Bi, Element Te]","{'Cs': 1.0, 'Pb': 0.3, 'Bi': 3.7, 'Te': 6.0}",Other,4
Cs1Pb1Bi3Te6,2.7,Cs1 Pb1 Bi3 Te6,"[Element Cs, Element Pb, Element Bi, Element Te]","{'Cs': 1.0, 'Pb': 1.0, 'Bi': 3.0, 'Te': 6.0}",Other,4
Ba1Ge3,4.0,Ba1 Ge3,"[Element Ba, Element Ge]","{'Ba': 1.0, 'Ge': 3.0}",Other,2
Ca1Ge3,6.8,Ca1 Ge3,"[Element Ca, Element Ge]","{'Ca': 1.0, 'Ge': 3.0}",Other,2
La3Co1Ru3Sn13,5.0,La3 Co1 Ru3 Sn13,"[Element La, Element Co, Element Ru, Element Sn]","{'La': 3.0, 'Co': 1.0, 'Ru': 3.0, 'Sn': 13.0}",Other,4
La3Co3.5Ru0.5Sn13,2.41,La3 Co3.5 Ru0.5 Sn13,"[Element La, Element Co, Element Ru, Element Sn]","{'La': 3.0, 'Co': 3.5, 'Ru': 0.5, 'Sn': 13.0}",Other,4
La3Co2Ru2Sn13,4.0,La3 Co2 Ru2 Sn13,"[Element La, Element Co, Element Ru, Element Sn]","{'La': 3.0, 'Co': 2.0, 'Ru': 2.0, 'Sn': 13.0}",Other,4
La3Rh2Sn13,3.0,La3 Rh2 Sn13,"[Element La, Element Rh, Element Sn]","{'La': 3.0, 'Rh': 2.0, 'Sn': 13.0}",Other,3
La3Co2Sn13,1.95,La3 Co2 Sn13,"[Element La, Element Co, Element Sn]","{'La': 3.0, 'Co': 2.0, 'Sn': 13.0}",Other,3
La3Ru2Sn13,1.58,La3 Ru2 Sn13,"[Element La, Element Ru, Element Sn]","{'La': 3.0, 'Ru': 2.0, 'Sn': 13.0}",Other,3
Fe1Te0.88S0.12,6.8,Fe1 Te0.88 S0.12,"[Element Fe, Element Te, Element S]","{'Fe': 1.0, 'Te': 0.88, 'S': 0.12}",Fe-based,3
Fe1Te0.8Se0.1S0.1,6.6,Fe1 Te0.8 Se0.1 S0.1,"[Element Fe, Element Te, Element Se, Element S]","{'Fe': 1.0, 'Te': 0.8, 'Se': 0.1, 'S': 0.1}",Fe-based,4
Fe1Te0.69Se0.25S0.06,11.3,Fe1 Te0.69 Se0.25 S0.06,"[Element Fe, Element Te, Element Se, Element S]","{'Fe': 1.0, 'Te': 0.69, 'Se': 0.25, 'S': 0.06}",Fe-based,4
Fe1Te0.65Se0.3S0.05,12.2,Fe1 Te0.65 Se0.3 S0.05,"[Element Fe, Element Te, Element Se, Element S]","{'Fe': 1.0, 'Te': 0.65, 'Se': 0.3, 'S': 0.05}",Fe-based,4
Fe1Te0.58Se0.4S0.02,13.1,Fe1 Te0.58 Se0.4 S0.02,"[Element Fe, Element Te, Element Se, Element S]","{'Fe': 1.0, 'Te': 0.58, 'Se': 0.4, 'S': 0.02}",Fe-based,4
Fe1Te0.54Se0.45S0.01,13.3,Fe1 Te0.54 Se0.45 S0.01,"[Element Fe, Element Te, Element Se, Element S]","{'Fe': 1.0, 'Te': 0.54, 'Se': 0.45, 'S': 0.01}",Fe-based,4
Ca0.8La0.2Fe0.978Co0.022As2,37.8,Ca0.8 La0.2 Fe0.978 Co0.022 As2,"[Element Ca, Element La, Element Fe, Element Co, Element As]","{'Ca': 0.8, 'La': 0.2, 'Fe': 0.978, 'Co': 0.022, 'As': 2.0}",Fe-based,5
Ca0.8La0.2Fe0.9671Co0.0329As2,36.5,Ca0.8 La0.2 Fe0.9671 Co0.0329 As2,"[Element Ca, Element La, Element Fe, Element Co, Element As]","{'Ca': 0.8, 'La': 0.2, 'Fe': 0.9671, 'Co': 0.0329, 'As': 2.0}",Fe-based,5
Ca0.8La0.2Fe0.9558Co0.0442As2,35.1,Ca0.8 La0.2 Fe0.9558 Co0.0442 As2,"[Element Ca, Element La, Element Fe, Element Co, Element As]","{'Ca': 0.8, 'La': 0.2, 'Fe': 0.9558, 'Co': 0.0442, 'As': 2.0}",Fe-based,5
Bi2S2F0.5O0.5,5.1,Bi2 S2 F0.5 O0.5,"[Element Bi, Element S, Element F, Element O]","{'Bi': 2.0, 'S': 2.0, 'F': 0.5, 'O': 0.5}",Other,4
